id	brand	nodeType	parentId	visibility	showInMenu	showInBrowse	hubMode	topCategory	subCategory	title	menuTitle	slug	url	template	status	menuOrder	browseOrder	"tags,nodeType"
df-sc-farming-junk-cork	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Cork	Cork	Cork	cork	/df/farming/junk/cork/	category-hub	published	34		"farming,junk,category-hub,sub"
df-farming-junk-cork-ash-heap	df	page	df-sc-farming-junk-cork	public	0	1		Farming - Junk	Cork	Cork - Ash Heap	Cork - Ash Heap	ash-heap	/df/farming/junk/cork/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-cork-burning-springs	df	page	df-sc-farming-junk-cork	public	0	1		Farming - Junk	Cork	Cork - Burning Springs	Cork - Burning Springs	burning-springs	/df/farming/junk/cork/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-cork-cranberry-bog	df	page	df-sc-farming-junk-cork	public	0	1		Farming - Junk	Cork	Cork - Cranberry Bog	Cork - Cranberry Bog	cranberry-bog	/df/farming/junk/cork/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-cork-farming-guide	df	page	df-sc-farming-junk-cork	public	1	1		Farming - Junk	Cork	Cork Farming Guide	Cork Farming Guide	farming-guide	/df/farming/junk/cork/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-cork-forest	df	page	df-sc-farming-junk-cork	public	0	1		Farming - Junk	Cork	Cork - Forest	Cork - Forest	forest	/df/farming/junk/cork/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-cork-mire	df	page	df-sc-farming-junk-cork	public	0	1		Farming - Junk	Cork	Cork - Mire	Cork - Mire	mire	/df/farming/junk/cork/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-cork-savage-divide	df	page	df-sc-farming-junk-cork	public	0	1		Farming - Junk	Cork	Cork - Savage Divide	Cork - Savage Divide	savage-divide	/df/farming/junk/cork/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-cork-skyline-valley	df	page	df-sc-farming-junk-cork	public	0	1		Farming - Junk	Cork	Cork - Skyline Valley	Cork - Skyline Valley	skyline-valley	/df/farming/junk/cork/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-cork-toxic-valley	df	page	df-sc-farming-junk-cork	public	0	1		Farming - Junk	Cork	Cork - Toxic Valley	Cork - Toxic Valley	toxic-valley	/df/farming/junk/cork/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-crystal	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Crystal	Crystal	Crystal	crystal	/df/farming/junk/crystal/	category-hub	published	35		"farming,junk,category-hub,sub"
df-farming-junk-crystal-ash-heap	df	page	df-sc-farming-junk-crystal	public	0	1		Farming - Junk	Crystal	Crystal - Ash Heap	Crystal - Ash Heap	ash-heap	/df/farming/junk/crystal/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-crystal-burning-springs	df	page	df-sc-farming-junk-crystal	public	0	1		Farming - Junk	Crystal	Crystal - Burning Springs	Crystal - Burning Springs	burning-springs	/df/farming/junk/crystal/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-crystal-cranberry-bog	df	page	df-sc-farming-junk-crystal	public	0	1		Farming - Junk	Crystal	Crystal - Cranberry Bog	Crystal - Cranberry Bog	cranberry-bog	/df/farming/junk/crystal/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-crystal-farming-guide	df	page	df-sc-farming-junk-crystal	public	1	1		Farming - Junk	Crystal	Crystal Farming Guide	Crystal Farming Guide	farming-guide	/df/farming/junk/crystal/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-crystal-forest	df	page	df-sc-farming-junk-crystal	public	0	1		Farming - Junk	Crystal	Crystal - Forest	Crystal - Forest	forest	/df/farming/junk/crystal/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-crystal-mire	df	page	df-sc-farming-junk-crystal	public	0	1		Farming - Junk	Crystal	Crystal - Mire	Crystal - Mire	mire	/df/farming/junk/crystal/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-crystal-savage-divide	df	page	df-sc-farming-junk-crystal	public	0	1		Farming - Junk	Crystal	Crystal - Savage Divide	Crystal - Savage Divide	savage-divide	/df/farming/junk/crystal/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-crystal-skyline-valley	df	page	df-sc-farming-junk-crystal	public	0	1		Farming - Junk	Crystal	Crystal - Skyline Valley	Crystal - Skyline Valley	skyline-valley	/df/farming/junk/crystal/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-crystal-toxic-valley	df	page	df-sc-farming-junk-crystal	public	0	1		Farming - Junk	Crystal	Crystal - Toxic Valley	Crystal - Toxic Valley	toxic-valley	/df/farming/junk/crystal/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-fertilizer	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Fertilizer	Fertilizer	Fertilizer	fertilizer	/df/farming/junk/fertilizer/	category-hub	published	36		"farming,junk,category-hub,sub"
df-farming-junk-fertilizer-ash-heap	df	page	df-sc-farming-junk-fertilizer	public	0	1		Farming - Junk	Fertilizer	Fertilizer - Ash Heap	Fertilizer - Ash Heap	ash-heap	/df/farming/junk/fertilizer/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-fertilizer-burning-springs	df	page	df-sc-farming-junk-fertilizer	public	0	1		Farming - Junk	Fertilizer	Fertilizer - Burning Springs	Fertilizer - Burning Springs	burning-springs	/df/farming/junk/fertilizer/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-fertilizer-cranberry-bog	df	page	df-sc-farming-junk-fertilizer	public	0	1		Farming - Junk	Fertilizer	Fertilizer - Cranberry Bog	Fertilizer - Cranberry Bog	cranberry-bog	/df/farming/junk/fertilizer/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-fertilizer-farming-guide	df	page	df-sc-farming-junk-fertilizer	public	1	1		Farming - Junk	Fertilizer	Fertilizer Farming Guide	Fertilizer Farming Guide	farming-guide	/df/farming/junk/fertilizer/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-fertilizer-forest	df	page	df-sc-farming-junk-fertilizer	public	0	1		Farming - Junk	Fertilizer	Fertilizer - Forest	Fertilizer - Forest	forest	/df/farming/junk/fertilizer/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-fertilizer-mire	df	page	df-sc-farming-junk-fertilizer	public	0	1		Farming - Junk	Fertilizer	Fertilizer - Mire	Fertilizer - Mire	mire	/df/farming/junk/fertilizer/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-fertilizer-savage-divide	df	page	df-sc-farming-junk-fertilizer	public	0	1		Farming - Junk	Fertilizer	Fertilizer - Savage Divide	Fertilizer - Savage Divide	savage-divide	/df/farming/junk/fertilizer/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-fertilizer-skyline-valley	df	page	df-sc-farming-junk-fertilizer	public	0	1		Farming - Junk	Fertilizer	Fertilizer - Skyline Valley	Fertilizer - Skyline Valley	skyline-valley	/df/farming/junk/fertilizer/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-fertilizer-toxic-valley	df	page	df-sc-farming-junk-fertilizer	public	0	1		Farming - Junk	Fertilizer	Fertilizer - Toxic Valley	Fertilizer - Toxic Valley	toxic-valley	/df/farming/junk/fertilizer/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-fiber-optics	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Fiber Optics	Fiber Optics	Fiber Optics	fiber-optics	/df/farming/junk/fiber-optics/	category-hub	published	37		"farming,junk,category-hub,sub"
df-farming-junk-fiber-optics-ash-heap	df	page	df-sc-farming-junk-fiber-optics	public	0	1		Farming - Junk	Fiber Optics	Fiber Optics - Ash Heap	Fiber Optics - Ash Heap	ash-heap	/df/farming/junk/fiber-optics/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-fiber-optics-burning-springs	df	page	df-sc-farming-junk-fiber-optics	public	0	1		Farming - Junk	Fiber Optics	Fiber Optics - Burning Springs	Fiber Optics - Burning Springs	burning-springs	/df/farming/junk/fiber-optics/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-fiber-optics-cranberry-bog	df	page	df-sc-farming-junk-fiber-optics	public	0	1		Farming - Junk	Fiber Optics	Fiber Optics - Cranberry Bog	Fiber Optics - Cranberry Bog	cranberry-bog	/df/farming/junk/fiber-optics/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-fiber-optics-farming-guide	df	page	df-sc-farming-junk-fiber-optics	public	1	1		Farming - Junk	Fiber Optics	Fiber Optics Farming Guide	Fiber Optics Farming Guide	farming-guide	/df/farming/junk/fiber-optics/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-fiber-optics-forest	df	page	df-sc-farming-junk-fiber-optics	public	0	1		Farming - Junk	Fiber Optics	Fiber Optics - Forest	Fiber Optics - Forest	forest	/df/farming/junk/fiber-optics/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-fiber-optics-mire	df	page	df-sc-farming-junk-fiber-optics	public	0	1		Farming - Junk	Fiber Optics	Fiber Optics - Mire	Fiber Optics - Mire	mire	/df/farming/junk/fiber-optics/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-fiber-optics-savage-divide	df	page	df-sc-farming-junk-fiber-optics	public	0	1		Farming - Junk	Fiber Optics	Fiber Optics - Savage Divide	Fiber Optics - Savage Divide	savage-divide	/df/farming/junk/fiber-optics/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-fiber-optics-skyline-valley	df	page	df-sc-farming-junk-fiber-optics	public	0	1		Farming - Junk	Fiber Optics	Fiber Optics - Skyline Valley	Fiber Optics - Skyline Valley	skyline-valley	/df/farming/junk/fiber-optics/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-fiber-optics-toxic-valley	df	page	df-sc-farming-junk-fiber-optics	public	0	1		Farming - Junk	Fiber Optics	Fiber Optics - Toxic Valley	Fiber Optics - Toxic Valley	toxic-valley	/df/farming/junk/fiber-optics/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-fiberglass	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Fiberglass	Fiberglass	Fiberglass	fiberglass	/df/farming/junk/fiberglass/	category-hub	published	38		"farming,junk,category-hub,sub"
df-farming-junk-fiberglass-ash-heap	df	page	df-sc-farming-junk-fiberglass	public	0	1		Farming - Junk	Fiberglass	Fiberglass - Ash Heap	Fiberglass - Ash Heap	ash-heap	/df/farming/junk/fiberglass/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-fiberglass-burning-springs	df	page	df-sc-farming-junk-fiberglass	public	0	1		Farming - Junk	Fiberglass	Fiberglass - Burning Springs	Fiberglass - Burning Springs	burning-springs	/df/farming/junk/fiberglass/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-fiberglass-cranberry-bog	df	page	df-sc-farming-junk-fiberglass	public	0	1		Farming - Junk	Fiberglass	Fiberglass - Cranberry Bog	Fiberglass - Cranberry Bog	cranberry-bog	/df/farming/junk/fiberglass/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-fiberglass-farming-guide	df	page	df-sc-farming-junk-fiberglass	public	1	1		Farming - Junk	Fiberglass	Fiberglass Farming Guide	Fiberglass Farming Guide	farming-guide	/df/farming/junk/fiberglass/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-fiberglass-forest	df	page	df-sc-farming-junk-fiberglass	public	0	1		Farming - Junk	Fiberglass	Fiberglass - Forest	Fiberglass - Forest	forest	/df/farming/junk/fiberglass/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-fiberglass-mire	df	page	df-sc-farming-junk-fiberglass	public	0	1		Farming - Junk	Fiberglass	Fiberglass - Mire	Fiberglass - Mire	mire	/df/farming/junk/fiberglass/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-fiberglass-savage-divide	df	page	df-sc-farming-junk-fiberglass	public	0	1		Farming - Junk	Fiberglass	Fiberglass - Savage Divide	Fiberglass - Savage Divide	savage-divide	/df/farming/junk/fiberglass/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-fiberglass-skyline-valley	df	page	df-sc-farming-junk-fiberglass	public	0	1		Farming - Junk	Fiberglass	Fiberglass - Skyline Valley	Fiberglass - Skyline Valley	skyline-valley	/df/farming/junk/fiberglass/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-fiberglass-toxic-valley	df	page	df-sc-farming-junk-fiberglass	public	0	1		Farming - Junk	Fiberglass	Fiberglass - Toxic Valley	Fiberglass - Toxic Valley	toxic-valley	/df/farming/junk/fiberglass/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-flux	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Flux	Flux	Flux	flux	/df/farming/junk/flux/	category-hub	published	39		"farming,junk,category-hub,sub"
df-farming-junk-flux-ash-heap	df	page	df-sc-farming-junk-flux	public	0	1		Farming - Junk	Flux	Flux - Ash Heap	Flux - Ash Heap	ash-heap	/df/farming/junk/flux/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-flux-burning-springs	df	page	df-sc-farming-junk-flux	public	0	1		Farming - Junk	Flux	Flux - Burning Springs	Flux - Burning Springs	burning-springs	/df/farming/junk/flux/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-flux-cranberry-bog	df	page	df-sc-farming-junk-flux	public	0	1		Farming - Junk	Flux	Flux - Cranberry Bog	Flux - Cranberry Bog	cranberry-bog	/df/farming/junk/flux/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-flux-farming-guide	df	page	df-sc-farming-junk-flux	public	1	1		Farming - Junk	Flux	Flux Farming Guide	Flux Farming Guide	farming-guide	/df/farming/junk/flux/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-flux-forest	df	page	df-sc-farming-junk-flux	public	0	1		Farming - Junk	Flux	Flux - Forest	Flux - Forest	forest	/df/farming/junk/flux/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-flux-mire	df	page	df-sc-farming-junk-flux	public	0	1		Farming - Junk	Flux	Flux - Mire	Flux - Mire	mire	/df/farming/junk/flux/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-flux-savage-divide	df	page	df-sc-farming-junk-flux	public	0	1		Farming - Junk	Flux	Flux - Savage Divide	Flux - Savage Divide	savage-divide	/df/farming/junk/flux/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-flux-skyline-valley	df	page	df-sc-farming-junk-flux	public	0	1		Farming - Junk	Flux	Flux - Skyline Valley	Flux - Skyline Valley	skyline-valley	/df/farming/junk/flux/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-flux-toxic-valley	df	page	df-sc-farming-junk-flux	public	0	1		Farming - Junk	Flux	Flux - Toxic Valley	Flux - Toxic Valley	toxic-valley	/df/farming/junk/flux/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-gears	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Gears	Gears	Gears	gears	/df/farming/junk/gears/	category-hub	published	40		"farming,junk,category-hub,sub"
df-farming-junk-gears-ash-heap	df	page	df-sc-farming-junk-gears	public	0	1		Farming - Junk	Gears	Gears - Ash Heap	Gears - Ash Heap	ash-heap	/df/farming/junk/gears/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-gears-burning-springs	df	page	df-sc-farming-junk-gears	public	0	1		Farming - Junk	Gears	Gears - Burning Springs	Gears - Burning Springs	burning-springs	/df/farming/junk/gears/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-gears-cranberry-bog	df	page	df-sc-farming-junk-gears	public	0	1		Farming - Junk	Gears	Gears - Cranberry Bog	Gears - Cranberry Bog	cranberry-bog	/df/farming/junk/gears/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-gears-farming-guide	df	page	df-sc-farming-junk-gears	public	1	1		Farming - Junk	Gears	Gears Farming Guide	Gears Farming Guide	farming-guide	/df/farming/junk/gears/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-gears-forest	df	page	df-sc-farming-junk-gears	public	0	1		Farming - Junk	Gears	Gears - Forest	Gears - Forest	forest	/df/farming/junk/gears/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-gears-mire	df	page	df-sc-farming-junk-gears	public	0	1		Farming - Junk	Gears	Gears - Mire	Gears - Mire	mire	/df/farming/junk/gears/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-gears-savage-divide	df	page	df-sc-farming-junk-gears	public	0	1		Farming - Junk	Gears	Gears - Savage Divide	Gears - Savage Divide	savage-divide	/df/farming/junk/gears/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-gears-skyline-valley	df	page	df-sc-farming-junk-gears	public	0	1		Farming - Junk	Gears	Gears - Skyline Valley	Gears - Skyline Valley	skyline-valley	/df/farming/junk/gears/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-gears-toxic-valley	df	page	df-sc-farming-junk-gears	public	0	1		Farming - Junk	Gears	Gears - Toxic Valley	Gears - Toxic Valley	toxic-valley	/df/farming/junk/gears/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-glass	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Glass	Glass	Glass	glass	/df/farming/junk/glass/	category-hub	published	41		"farming,junk,category-hub,sub"
df-farming-junk-glass-ash-heap	df	page	df-sc-farming-junk-glass	public	0	1		Farming - Junk	Glass	Glass - Ash Heap	Glass - Ash Heap	ash-heap	/df/farming/junk/glass/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-glass-burning-springs	df	page	df-sc-farming-junk-glass	public	0	1		Farming - Junk	Glass	Glass - Burning Springs	Glass - Burning Springs	burning-springs	/df/farming/junk/glass/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-glass-cranberry-bog	df	page	df-sc-farming-junk-glass	public	0	1		Farming - Junk	Glass	Glass - Cranberry Bog	Glass - Cranberry Bog	cranberry-bog	/df/farming/junk/glass/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-glass-farming-guide	df	page	df-sc-farming-junk-glass	public	1	1		Farming - Junk	Glass	Glass Farming Guide	Glass Farming Guide	farming-guide	/df/farming/junk/glass/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-glass-forest	df	page	df-sc-farming-junk-glass	public	0	1		Farming - Junk	Glass	Glass - Forest	Glass - Forest	forest	/df/farming/junk/glass/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-glass-mire	df	page	df-sc-farming-junk-glass	public	0	1		Farming - Junk	Glass	Glass - Mire	Glass - Mire	mire	/df/farming/junk/glass/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-glass-savage-divide	df	page	df-sc-farming-junk-glass	public	0	1		Farming - Junk	Glass	Glass - Savage Divide	Glass - Savage Divide	savage-divide	/df/farming/junk/glass/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-glass-skyline-valley	df	page	df-sc-farming-junk-glass	public	0	1		Farming - Junk	Glass	Glass - Skyline Valley	Glass - Skyline Valley	skyline-valley	/df/farming/junk/glass/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-glass-toxic-valley	df	page	df-sc-farming-junk-glass	public	0	1		Farming - Junk	Glass	Glass - Toxic Valley	Glass - Toxic Valley	toxic-valley	/df/farming/junk/glass/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-gold	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Gold	Gold	Gold	gold	/df/farming/junk/gold/	category-hub	published	42		"farming,junk,category-hub,sub"
df-farming-junk-gold-ash-heap	df	page	df-sc-farming-junk-gold	public	0	1		Farming - Junk	Gold	Gold - Ash Heap	Gold - Ash Heap	ash-heap	/df/farming/junk/gold/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-gold-burning-springs	df	page	df-sc-farming-junk-gold	public	0	1		Farming - Junk	Gold	Gold - Burning Springs	Gold - Burning Springs	burning-springs	/df/farming/junk/gold/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-gold-cranberry-bog	df	page	df-sc-farming-junk-gold	public	0	1		Farming - Junk	Gold	Gold - Cranberry Bog	Gold - Cranberry Bog	cranberry-bog	/df/farming/junk/gold/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-gold-farming-guide	df	page	df-sc-farming-junk-gold	public	1	1		Farming - Junk	Gold	Gold Farming Guide	Gold Farming Guide	farming-guide	/df/farming/junk/gold/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-gold-forest	df	page	df-sc-farming-junk-gold	public	0	1		Farming - Junk	Gold	Gold - Forest	Gold - Forest	forest	/df/farming/junk/gold/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-gold-mire	df	page	df-sc-farming-junk-gold	public	0	1		Farming - Junk	Gold	Gold - Mire	Gold - Mire	mire	/df/farming/junk/gold/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-gold-savage-divide	df	page	df-sc-farming-junk-gold	public	0	1		Farming - Junk	Gold	Gold - Savage Divide	Gold - Savage Divide	savage-divide	/df/farming/junk/gold/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-gold-skyline-valley	df	page	df-sc-farming-junk-gold	public	0	1		Farming - Junk	Gold	Gold - Skyline Valley	Gold - Skyline Valley	skyline-valley	/df/farming/junk/gold/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-gold-toxic-valley	df	page	df-sc-farming-junk-gold	public	0	1		Farming - Junk	Gold	Gold - Toxic Valley	Gold - Toxic Valley	toxic-valley	/df/farming/junk/gold/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-gunpowder	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Gunpowder	Gunpowder	Gunpowder	gunpowder	/df/farming/junk/gunpowder/	category-hub	published	43		"farming,junk,category-hub,sub"
df-farming-junk-gunpowder-ash-heap	df	page	df-sc-farming-junk-gunpowder	public	0	1		Farming - Junk	Gunpowder	Gunpowder - Ash Heap	Gunpowder - Ash Heap	ash-heap	/df/farming/junk/gunpowder/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-gunpowder-burning-springs	df	page	df-sc-farming-junk-gunpowder	public	0	1		Farming - Junk	Gunpowder	Gunpowder - Burning Springs	Gunpowder - Burning Springs	burning-springs	/df/farming/junk/gunpowder/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-gunpowder-cranberry-bog	df	page	df-sc-farming-junk-gunpowder	public	0	1		Farming - Junk	Gunpowder	Gunpowder - Cranberry Bog	Gunpowder - Cranberry Bog	cranberry-bog	/df/farming/junk/gunpowder/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-gunpowder-farming-guide	df	page	df-sc-farming-junk-gunpowder	public	1	1		Farming - Junk	Gunpowder	Gunpowder Farming Guide	Gunpowder Farming Guide	farming-guide	/df/farming/junk/gunpowder/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-gunpowder-forest	df	page	df-sc-farming-junk-gunpowder	public	0	1		Farming - Junk	Gunpowder	Gunpowder - Forest	Gunpowder - Forest	forest	/df/farming/junk/gunpowder/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-gunpowder-mire	df	page	df-sc-farming-junk-gunpowder	public	0	1		Farming - Junk	Gunpowder	Gunpowder - Mire	Gunpowder - Mire	mire	/df/farming/junk/gunpowder/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-gunpowder-savage-divide	df	page	df-sc-farming-junk-gunpowder	public	0	1		Farming - Junk	Gunpowder	Gunpowder - Savage Divide	Gunpowder - Savage Divide	savage-divide	/df/farming/junk/gunpowder/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-gunpowder-skyline-valley	df	page	df-sc-farming-junk-gunpowder	public	0	1		Farming - Junk	Gunpowder	Gunpowder - Skyline Valley	Gunpowder - Skyline Valley	skyline-valley	/df/farming/junk/gunpowder/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-gunpowder-toxic-valley	df	page	df-sc-farming-junk-gunpowder	public	0	1		Farming - Junk	Gunpowder	Gunpowder - Toxic Valley	Gunpowder - Toxic Valley	toxic-valley	/df/farming/junk/gunpowder/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-lead	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Lead	Lead	Lead	lead	/df/farming/junk/lead/	category-hub	published	44		"farming,junk,category-hub,sub"
df-farming-junk-lead-ash-heap	df	page	df-sc-farming-junk-lead	public	0	1		Farming - Junk	Lead	Lead - Ash Heap	Lead - Ash Heap	ash-heap	/df/farming/junk/lead/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-lead-burning-springs	df	page	df-sc-farming-junk-lead	public	0	1		Farming - Junk	Lead	Lead - Burning Springs	Lead - Burning Springs	burning-springs	/df/farming/junk/lead/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-lead-cranberry-bog	df	page	df-sc-farming-junk-lead	public	0	1		Farming - Junk	Lead	Lead - Cranberry Bog	Lead - Cranberry Bog	cranberry-bog	/df/farming/junk/lead/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-lead-farming-guide	df	page	df-sc-farming-junk-lead	public	1	1		Farming - Junk	Lead	Lead Farming Guide	Lead Farming Guide	farming-guide	/df/farming/junk/lead/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
