id	brand	nodeType	parentId	visibility	showInMenu	showInBrowse	hubMode	topCategory	subCategory	title	menuTitle	slug	url	template	status	menuOrder	browseOrder	"tags,nodeType"
bnb-farming-critters-cranberry-bog	bnb	page	bnb-tc-farming-critters	public	0	1		Farming - Critters	Critters	Critters - Cranberry Bog	Critters - Cranberry Bog	critters-cranberry-bog	/bnb/farming/critters/critters-cranberry-bog/	critters-region-hub	published	13	13	"farming,critters,critters-region-hub,page"
bnb-farming-critters-forest	bnb	page	bnb-tc-farming-critters	public	0	1		Farming - Critters	Critters	Critters - Forest	Critters - Forest	critters-forest	/bnb/farming/critters/critters-forest/	critters-region-hub	published	15	15	"farming,critters,critters-region-hub,page"
bnb-farming-critters-guide	bnb	page	bnb-tc-farming-critters	public	1	1		Farming - Critters	Critters	Critters Guide	Critters Guide	critters-guide	/bnb/farming/critters/critters-guide/	critters-guide-hub	published	10	10	"farming,critters,critters-guide-hub,page"
bnb-farming-critters-mire	bnb	page	bnb-tc-farming-critters	public	0	1		Farming - Critters	Critters	Critters - The Mire	Critters - The Mire	critters-mire	/bnb/farming/critters/critters-mire/	critters-region-hub	published	18	18	"farming,critters,critters-region-hub,page"
bnb-farming-critters-savage-divide	bnb	page	bnb-tc-farming-critters	public	0	1		Farming - Critters	Critters	Critters - Savage Divide	Critters - Savage Divide	critters-savage-divide	/bnb/farming/critters/critters-savage-divide/	critters-region-hub	published	16	16	"farming,critters,critters-region-hub,page"
bnb-farming-critters-skyline-valley	bnb	page	bnb-tc-farming-critters	public	0	1		Farming - Critters	Critters	Critters - Skyline Valley	Critters - Skyline Valley	critters-skyline-valley	/bnb/farming/critters/critters-skyline-valley/	critters-region-hub	published	17	17	"farming,critters,critters-region-hub,page"
bnb-farming-critters-toxic-valley	bnb	page	bnb-tc-farming-critters	public	0	1		Farming - Critters	Critters	Critters - Toxic Valley	Critters - Toxic Valley	critters-toxic-valley	/bnb/farming/critters/critters-toxic-valley/	critters-region-hub	published	19	19	"farming,critters,critters-region-hub,page"
bnb-tc-farming-eggs	bnb	top		public	1	0	subcards	Farming - Eggs		Farming - Eggs	Farming - Eggs	eggs	/bnb/farming/eggs/	category-hub	published	22		"farming,eggs,category-hub,top"
bnb-sc-farming-eggs-deathclaw	bnb	sub	bnb-tc-farming-eggs	public	1	0	subcards	Farming - Eggs	Deathclaw Eggs	Deathclaw Eggs	Deathclaw Eggs	eggs-deathclaw	/bnb/farming/eggs/eggs-deathclaw/	category-hub	published	20		"farming,eggs,category-hub,sub"
bnb-sc-farming-eggs-deathclaw-ash-heap	bnb	page	bnb-sc-farming-eggs-deathclaw	public	1	0		Farming - Eggs	Deathclaw Eggs	Deathclaw Eggs - Ash Heap	Deathclaw Eggs - Ash Heap	ash-heap-deathclaw	/bnb/farming/eggs/eggs-deathclaw/ash-heap-deathclaw/	category-hub	published	20		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-deathclaw-burning-springs	bnb	page	bnb-sc-farming-eggs-deathclaw	public	1	0		Farming - Eggs	Deathclaw Eggs	Deathclaw Eggs - Burning Springs	Deathclaw Eggs - Burning Springs	burning-springs-deathclaw	/bnb/farming/eggs/eggs-deathclaw/burning-springs-deathclaw/	category-hub	published	21		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-deathclaw-cranberry-bog	bnb	page	bnb-sc-farming-eggs-deathclaw	public	1	0		Farming - Eggs	Deathclaw Eggs	Deathclaw Eggs - Cranberry Bog	Deathclaw Eggs - Cranberry Bog	cranberry-bog-deathclaw	/bnb/farming/eggs/eggs-deathclaw/cranberry-bog-deathclaw/	category-hub	published	22		"farming,eggs,category-hub,page"
bnb-farming-eggs-deathclaw-guide	bnb	page	bnb-sc-farming-eggs-deathclaw	public	1	1		Farming - Eggs	Deathclaw Eggs	Deathclaw Egg Guide	Deathclaw Egg Guide	deathclaw-guide	/bnb/farming/eggs/eggs-deathclaw/deathclaw-guide/	egg-guide-hub	published	10	10	"farming,eggs,egg-guide-hub,page,guide,page"
bnb-farming-eggs-deathclaw	bnb	page	bnb-sc-farming-eggs-deathclaw	public	1	1		Farming - Eggs	Deathclaw Eggs	Deathclaw Eggs	Deathclaw Eggs	deathclaw	/bnb/farming/eggs/eggs-deathclaw/deathclaw/	egg-hub	published	11	11	"farming,eggs,egg-hub,page"
bnb-sc-farming-eggs-deathclaw-forest	bnb	page	bnb-sc-farming-eggs-deathclaw	public	1	0		Farming - Eggs	Deathclaw Eggs	Deathclaw Eggs - Forest	Deathclaw Eggs - Forest	forest-deathclaw	/bnb/farming/eggs/eggs-deathclaw/forest-deathclaw/	category-hub	published	23		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-deathclaw-mire	bnb	page	bnb-sc-farming-eggs-deathclaw	public	1	0		Farming - Eggs	Deathclaw Eggs	Deathclaw Eggs - Mire	Deathclaw Eggs - Mire	mire-deathclaw	/bnb/farming/eggs/eggs-deathclaw/mire-deathclaw/	category-hub	published	24		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-deathclaw-savage-divide	bnb	page	bnb-sc-farming-eggs-deathclaw	public	1	0		Farming - Eggs	Deathclaw Eggs	Deathclaw Eggs - Savage Divide	Deathclaw Eggs - Savage Divide	savage-divide-deathclaw	/bnb/farming/eggs/eggs-deathclaw/savage-divide-deathclaw/	category-hub	published	25		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-deathclaw-skyline-valley	bnb	page	bnb-sc-farming-eggs-deathclaw	public	1	0		Farming - Eggs	Deathclaw Eggs	Deathclaw Eggs - Skyline Valley	Deathclaw Eggs - Skyline Valley	skyline-valley-deathclaw	/bnb/farming/eggs/eggs-deathclaw/skyline-valley-deathclaw/	category-hub	published	26		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-deathclaw-toxic-valley	bnb	page	bnb-sc-farming-eggs-deathclaw	public	1	0		Farming - Eggs	Deathclaw Eggs	Deathclaw Eggs - Toxic Valley	Deathclaw Eggs - Toxic Valley	toxic-valley-deathclaw	/bnb/farming/eggs/eggs-deathclaw/toxic-valley-deathclaw/	category-hub	published	27		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-frog	bnb	sub	bnb-tc-farming-eggs	public	1	0	subcards	Farming - Eggs	Frog Eggs	Frog Eggs	Frog Eggs	eggs-frog	/bnb/farming/eggs/eggs-frog/	category-hub	published	21		"farming,eggs,category-hub,sub"
bnb-sc-farming-eggs-frog-ash-heap	bnb	page	bnb-sc-farming-eggs-frog	public	1	0		Farming - Eggs	Frog Eggs	Frog Eggs - Ash Heap	Frog Eggs - Ash Heap	ash-heap-frog	/bnb/farming/eggs/eggs-frog/ash-heap-frog/	category-hub	published	20		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-frog-burning-springs	bnb	page	bnb-sc-farming-eggs-frog	public	1	0		Farming - Eggs	Frog Eggs	Frog Eggs - Burning Springs	Frog Eggs - Burning Springs	burning-springs-frog	/bnb/farming/eggs/eggs-frog/burning-springs-frog/	category-hub	published	21		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-frog-cranberry-bog	bnb	page	bnb-sc-farming-eggs-frog	public	1	0		Farming - Eggs	Frog Eggs	Frog Eggs - Cranberry Bog	Frog Eggs - Cranberry Bog	cranberry-bog-frog	/bnb/farming/eggs/eggs-frog/cranberry-bog-frog/	category-hub	published	22		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-frog-forest	bnb	page	bnb-sc-farming-eggs-frog	public	1	0		Farming - Eggs	Frog Eggs	Frog Eggs - Forest	Frog Eggs - Forest	forest-frog	/bnb/farming/eggs/eggs-frog/forest-frog/	category-hub	published	23		"farming,eggs,category-hub,page"
bnb-farming-eggs-frog-guide	bnb	page	bnb-sc-farming-eggs-frog	public	1	1		Farming - Eggs	Frog Eggs	Frog Egg Guide	Frog Egg Guide	frog-guide	/bnb/farming/eggs/eggs-frog/frog-guide/	egg-guide-hub	published	10	10	"farming,eggs,egg-guide-hub,page,guide,page"
bnb-farming-eggs-frog	bnb	page	bnb-sc-farming-eggs-frog	public	1	1		Farming - Eggs	Frog Eggs	Frog Eggs	Frog Eggs	frog	/bnb/farming/eggs/eggs-frog/frog/	egg-hub	published	11	11	"farming,eggs,egg-hub,page"
bnb-sc-farming-eggs-frog-mire	bnb	page	bnb-sc-farming-eggs-frog	public	1	0		Farming - Eggs	Frog Eggs	Frog Eggs - Mire	Frog Eggs - Mire	mire-frog	/bnb/farming/eggs/eggs-frog/mire-frog/	category-hub	published	24		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-frog-savage-divide	bnb	page	bnb-sc-farming-eggs-frog	public	1	0		Farming - Eggs	Frog Eggs	Frog Eggs - Savage Divide	Frog Eggs - Savage Divide	savage-divide-frog	/bnb/farming/eggs/eggs-frog/savage-divide-frog/	category-hub	published	25		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-frog-skyline-valley	bnb	page	bnb-sc-farming-eggs-frog	public	1	0		Farming - Eggs	Frog Eggs	Frog Eggs - Skyline Valley	Frog Eggs - Skyline Valley	skyline-valley-frog	/bnb/farming/eggs/eggs-frog/skyline-valley-frog/	category-hub	published	26		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-frog-toxic-valley	bnb	page	bnb-sc-farming-eggs-frog	public	1	0		Farming - Eggs	Frog Eggs	Frog Eggs - Toxic Valley	Frog Eggs - Toxic Valley	toxic-valley-frog	/bnb/farming/eggs/eggs-frog/toxic-valley-frog/	category-hub	published	27		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mirelurk	bnb	sub	bnb-tc-farming-eggs	public	1	0	subcards	Farming - Eggs	Mirelurk Eggs	Mirelurk Eggs	Mirelurk Eggs	eggs-mirelurk	/bnb/farming/eggs/eggs-mirelurk/	category-hub	published	22		"farming,eggs,category-hub,sub"
bnb-sc-farming-eggs-mirelurk-ash-heap	bnb	page	bnb-sc-farming-eggs-mirelurk	public	1	0		Farming - Eggs	Mirelurk Eggs	Mirelurk Eggs - Ash Heap	Mirelurk Eggs - Ash Heap	ash-heap-mirelurk	/bnb/farming/eggs/eggs-mirelurk/ash-heap-mirelurk/	category-hub	published	20		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mirelurk-burning-springs	bnb	page	bnb-sc-farming-eggs-mirelurk	public	1	0		Farming - Eggs	Mirelurk Eggs	Mirelurk Eggs - Burning Springs	Mirelurk Eggs - Burning Springs	burning-springs-mirelurk	/bnb/farming/eggs/eggs-mirelurk/burning-springs-mirelurk/	category-hub	published	21		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mirelurk-cranberry-bog	bnb	page	bnb-sc-farming-eggs-mirelurk	public	1	0		Farming - Eggs	Mirelurk Eggs	Mirelurk Eggs - Cranberry Bog	Mirelurk Eggs - Cranberry Bog	cranberry-bog-mirelurk	/bnb/farming/eggs/eggs-mirelurk/cranberry-bog-mirelurk/	category-hub	published	22		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mirelurk-forest	bnb	page	bnb-sc-farming-eggs-mirelurk	public	1	0		Farming - Eggs	Mirelurk Eggs	Mirelurk Eggs - Forest	Mirelurk Eggs - Forest	forest-mirelurk	/bnb/farming/eggs/eggs-mirelurk/forest-mirelurk/	category-hub	published	23		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mirelurk-mire	bnb	page	bnb-sc-farming-eggs-mirelurk	public	1	0		Farming - Eggs	Mirelurk Eggs	Mirelurk Eggs - Mire	Mirelurk Eggs - Mire	mire-mirelurk	/bnb/farming/eggs/eggs-mirelurk/mire-mirelurk/	category-hub	published	24		"farming,eggs,category-hub,page"
bnb-farming-eggs-mirelurk-guide	bnb	page	bnb-sc-farming-eggs-mirelurk	public	1	1		Farming - Eggs	Mirelurk Eggs	Mirelurk Egg Guide	Mirelurk Egg Guide	mirelurk-guide	/bnb/farming/eggs/eggs-mirelurk/mirelurk-guide/	egg-guide-hub	published	10	10	"farming,eggs,egg-guide-hub,page,guide,page"
bnb-farming-eggs-mirelurk	bnb	page	bnb-sc-farming-eggs-mirelurk	public	1	1		Farming - Eggs	Mirelurk Eggs	Mirelurk Eggs	Mirelurk Eggs	mirelurk	/bnb/farming/eggs/eggs-mirelurk/mirelurk/	egg-hub	published	11	11	"farming,eggs,egg-hub,page"
bnb-sc-farming-eggs-mirelurk-savage-divide	bnb	page	bnb-sc-farming-eggs-mirelurk	public	1	0		Farming - Eggs	Mirelurk Eggs	Mirelurk Eggs - Savage Divide	Mirelurk Eggs - Savage Divide	savage-divide-mirelurk	/bnb/farming/eggs/eggs-mirelurk/savage-divide-mirelurk/	category-hub	published	25		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mirelurk-skyline-valley	bnb	page	bnb-sc-farming-eggs-mirelurk	public	1	0		Farming - Eggs	Mirelurk Eggs	Mirelurk Eggs - Skyline Valley	Mirelurk Eggs - Skyline Valley	skyline-valley-mirelurk	/bnb/farming/eggs/eggs-mirelurk/skyline-valley-mirelurk/	category-hub	published	26		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mirelurk-toxic-valley	bnb	page	bnb-sc-farming-eggs-mirelurk	public	1	0		Farming - Eggs	Mirelurk Eggs	Mirelurk Eggs - Toxic Valley	Mirelurk Eggs - Toxic Valley	toxic-valley-mirelurk	/bnb/farming/eggs/eggs-mirelurk/toxic-valley-mirelurk/	category-hub	published	27		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mothman	bnb	sub	bnb-tc-farming-eggs	public	1	0	subcards	Farming - Eggs	Mothman Eggs	Mothman Eggs	Mothman Eggs	eggs-mothman	/bnb/farming/eggs/eggs-mothman/	category-hub	published	23		"farming,eggs,category-hub,sub"
bnb-sc-farming-eggs-mothman-ash-heap	bnb	page	bnb-sc-farming-eggs-mothman	public	1	0		Farming - Eggs	Mothman Eggs	Mothman Eggs - Ash Heap	Mothman Eggs - Ash Heap	ash-heap-mothman	/bnb/farming/eggs/eggs-mothman/ash-heap-mothman/	category-hub	published	20		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mothman-burning-springs	bnb	page	bnb-sc-farming-eggs-mothman	public	1	0		Farming - Eggs	Mothman Eggs	Mothman Eggs - Burning Springs	Mothman Eggs - Burning Springs	burning-springs-mothman	/bnb/farming/eggs/eggs-mothman/burning-springs-mothman/	category-hub	published	21		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mothman-cranberry-bog	bnb	page	bnb-sc-farming-eggs-mothman	public	1	0		Farming - Eggs	Mothman Eggs	Mothman Eggs - Cranberry Bog	Mothman Eggs - Cranberry Bog	cranberry-bog-mothman	/bnb/farming/eggs/eggs-mothman/cranberry-bog-mothman/	category-hub	published	22		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mothman-forest	bnb	page	bnb-sc-farming-eggs-mothman	public	1	0		Farming - Eggs	Mothman Eggs	Mothman Eggs - Forest	Mothman Eggs - Forest	forest-mothman	/bnb/farming/eggs/eggs-mothman/forest-mothman/	category-hub	published	23		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mothman-mire	bnb	page	bnb-sc-farming-eggs-mothman	public	1	0		Farming - Eggs	Mothman Eggs	Mothman Eggs - Mire	Mothman Eggs - Mire	mire-mothman	/bnb/farming/eggs/eggs-mothman/mire-mothman/	category-hub	published	24		"farming,eggs,category-hub,page"
bnb-farming-eggs-mothman-guide	bnb	page	bnb-sc-farming-eggs-mothman	public	1	1		Farming - Eggs	Mothman Eggs	Mothman Egg Guide	Mothman Egg Guide	mothman-guide	/bnb/farming/eggs/eggs-mothman/mothman-guide/	egg-guide-hub	published	10	10	"farming,eggs,egg-guide-hub,page,guide,page"
bnb-farming-eggs-mothman	bnb	page	bnb-sc-farming-eggs-mothman	public	1	1		Farming - Eggs	Mothman Eggs	Mothman Eggs	Mothman Eggs	mothman	/bnb/farming/eggs/eggs-mothman/mothman/	egg-hub	published	11	11	"farming,eggs,egg-hub,page"
bnb-sc-farming-eggs-mothman-savage-divide	bnb	page	bnb-sc-farming-eggs-mothman	public	1	0		Farming - Eggs	Mothman Eggs	Mothman Eggs - Savage Divide	Mothman Eggs - Savage Divide	savage-divide-mothman	/bnb/farming/eggs/eggs-mothman/savage-divide-mothman/	category-hub	published	25		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mothman-skyline-valley	bnb	page	bnb-sc-farming-eggs-mothman	public	1	0		Farming - Eggs	Mothman Eggs	Mothman Eggs - Skyline Valley	Mothman Eggs - Skyline Valley	skyline-valley-mothman	/bnb/farming/eggs/eggs-mothman/skyline-valley-mothman/	category-hub	published	26		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-mothman-toxic-valley	bnb	page	bnb-sc-farming-eggs-mothman	public	1	0		Farming - Eggs	Mothman Eggs	Mothman Eggs - Toxic Valley	Mothman Eggs - Toxic Valley	toxic-valley-mothman	/bnb/farming/eggs/eggs-mothman/toxic-valley-mothman/	category-hub	published	27		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-radscorpion	bnb	sub	bnb-tc-farming-eggs	public	1	0	subcards	Farming - Eggs	Radscorpion Eggs	Radscorpion Eggs	Radscorpion Eggs	eggs-radscorpion	/bnb/farming/eggs/eggs-radscorpion/	category-hub	published	24		"farming,eggs,category-hub,sub"
bnb-sc-farming-eggs-radscorpion-ash-heap	bnb	page	bnb-sc-farming-eggs-radscorpion	public	1	0		Farming - Eggs	Radscorpion Eggs	Radscorpion Eggs - Ash Heap	Radscorpion Eggs - Ash Heap	ash-heap-radscorpion	/bnb/farming/eggs/eggs-radscorpion/ash-heap-radscorpion/	category-hub	published	20		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-radscorpion-burning-springs	bnb	page	bnb-sc-farming-eggs-radscorpion	public	1	0		Farming - Eggs	Radscorpion Eggs	Radscorpion Eggs - Burning Springs	Radscorpion Eggs - Burning Springs	burning-springs-radscorpion	/bnb/farming/eggs/eggs-radscorpion/burning-springs-radscorpion/	category-hub	published	21		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-radscorpion-cranberry-bog	bnb	page	bnb-sc-farming-eggs-radscorpion	public	1	0		Farming - Eggs	Radscorpion Eggs	Radscorpion Eggs - Cranberry Bog	Radscorpion Eggs - Cranberry Bog	cranberry-bog-radscorpion	/bnb/farming/eggs/eggs-radscorpion/cranberry-bog-radscorpion/	category-hub	published	22		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-radscorpion-forest	bnb	page	bnb-sc-farming-eggs-radscorpion	public	1	0		Farming - Eggs	Radscorpion Eggs	Radscorpion Eggs - Forest	Radscorpion Eggs - Forest	forest-radscorpion	/bnb/farming/eggs/eggs-radscorpion/forest-radscorpion/	category-hub	published	23		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-radscorpion-mire	bnb	page	bnb-sc-farming-eggs-radscorpion	public	1	0		Farming - Eggs	Radscorpion Eggs	Radscorpion Eggs - Mire	Radscorpion Eggs - Mire	mire-radscorpion	/bnb/farming/eggs/eggs-radscorpion/mire-radscorpion/	category-hub	published	24		"farming,eggs,category-hub,page"
bnb-farming-eggs-radscorpion-guide	bnb	page	bnb-sc-farming-eggs-radscorpion	public	1	1		Farming - Eggs	Radscorpion Eggs	Radscorpion Egg Guide	Radscorpion Egg Guide	radscorpion-guide	/bnb/farming/eggs/eggs-radscorpion/radscorpion-guide/	egg-guide-hub	published	10	10	"farming,eggs,egg-guide-hub,page,guide,page"
bnb-farming-eggs-radscorpion	bnb	page	bnb-sc-farming-eggs-radscorpion	public	1	1		Farming - Eggs	Radscorpion Eggs	Radscorpion Eggs	Radscorpion Eggs	radscorpion	/bnb/farming/eggs/eggs-radscorpion/radscorpion/	egg-hub	published	11	11	"farming,eggs,egg-hub,page"
bnb-sc-farming-eggs-radscorpion-savage-divide	bnb	page	bnb-sc-farming-eggs-radscorpion	public	1	0		Farming - Eggs	Radscorpion Eggs	Radscorpion Eggs - Savage Divide	Radscorpion Eggs - Savage Divide	savage-divide-radscorpion	/bnb/farming/eggs/eggs-radscorpion/savage-divide-radscorpion/	category-hub	published	25		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-radscorpion-skyline-valley	bnb	page	bnb-sc-farming-eggs-radscorpion	public	1	0		Farming - Eggs	Radscorpion Eggs	Radscorpion Eggs - Skyline Valley	Radscorpion Eggs - Skyline Valley	skyline-valley-radscorpion	/bnb/farming/eggs/eggs-radscorpion/skyline-valley-radscorpion/	category-hub	published	26		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-radscorpion-toxic-valley	bnb	page	bnb-sc-farming-eggs-radscorpion	public	1	0		Farming - Eggs	Radscorpion Eggs	Radscorpion Eggs - Toxic Valley	Radscorpion Eggs - Toxic Valley	toxic-valley-radscorpion	/bnb/farming/eggs/eggs-radscorpion/toxic-valley-radscorpion/	category-hub	published	27		"farming,eggs,category-hub,page"
bnb-sc-farming-eggs-radtoad	bnb	sub	bnb-tc-farming-eggs	public	1	0	subcards	Farming - Eggs	Radtoad Eggs	Radtoad Eggs	Radtoad Eggs	eggs-radtoad	/bnb/farming/eggs/eggs-radtoad/	category-hub	published	25		"farming,eggs,category-hub,sub"
bnb-sc-farming-eggs-radtoad-ash-heap	bnb	page	bnb-sc-farming-eggs-radtoad	public	1	0		Farming - Eggs	Radtoad Eggs	Radtoad Eggs - Ash Heap	Radtoad Eggs - Ash Heap	ash-heap-radtoad	/bnb/farming/eggs/eggs-radtoad/ash-heap-radtoad/	category-hub	published	20		"farming,eggs,category-hub,page"
